"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Beverly Hills",90211,"34.063947, -118.383001","34.063947","-118.383001","Male","Yes","No","No",60,"Yes","No","Fiber optic","No internet service","No","No internet service","Yes","No","No internet service","Month-to-month","Yes","Credit card (automatic)","58.61","960.93","No"
"United States","California","Happy Camp",96039,"41.831901, -123.487478","41.831901","-123.487478","Female","No","Yes","Yes",72,"Yes","No","DSL","Yes","No","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","22.57","3814.64","No"
"United States","California","Monrovia",91016,"34.1528, -118.000482","34.1528","-118.000482","Male","No","No","No",28,"Yes","No","DSL","Yes","No","Yes","Yes","No internet service","Yes","Month-to-month","No","Mailed check","32.56","828.06","No"
"United States","California","Pleasant Grove",95668,"38.833554, -121.498102","38.833554","-121.498102","Female","No","Yes","Yes",34,"No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check","18.33","58.99","No"
"United States","California","Merced",95340,"37.255637, -120.493537","37.255637","-120.493537","Female","No","No","Yes",49,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","Yes","Electronic check","100.71","2587.63","No"
"United States","California","Santa Clarita",91350,"34.502432, -118.41459","34.502432","-118.41459","Female","No","No","No",1,"No","No","Fiber optic","No","No internet service","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","51.56","123.69","Yes"
"United States","California","San Rafael",94901,"37.972662, -122.491452","37.972662","-122.491452","Female","Yes","No","No",68,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Two year","No","Electronic check","103.34","6899.15","No"
"United States","California","Pacific Palisades",90272,"34.079449, -118.548306","34.079449","-118.548306","Male","Yes","Yes","No",63,"No","Yes","DSL","No","Yes","No","No","No","No","One year","No","Mailed check","45.52","3458.28","No"
"United States","California","West Sacramento",95691,"38.627951, -121.593287","38.627951","-121.593287","Male","No","Yes","Yes",52,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","54.59","3119.63","No"
"United States","California","Moreno Valley",92551,"33.88274, -117.224878","33.88274","-117.224878","Male","Yes","No","No",13,"Yes","No phone service","DSL","Yes","No","No","No","No","No","Two year","Yes","Electronic check","55.74","343.53","No"
"United States","California","Covina",91722,"34.097345, -117.906736","34.097345","-117.906736","Female","Yes","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Two year","No","Electronic check","33.62","73.39","No"
"United States","California","Santa Monica",90402,"34.035849, -118.503508","34.035849","-118.503508","Male","No","No","Yes",33,"No","No","Fiber optic","No internet service","No internet service","Yes","No internet service","Yes","No internet service","Month-to-month","No","Electronic check","26.19","174.50","No"
"United States","California","Canoga Park",91304,"34.224377, -118.632656","34.224377","-118.632656","Male","No","Yes","No",35,"Yes","No phone service","DSL","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","104.49","2001.48","No"
"United States","California","Nubieber",96068,"41.082472, -121.195215","41.082472","-121.195215","Female","No","Yes","No",35,"Yes","Yes","No","No","No","No internet service","Yes","No internet service","No internet service","Month-to-month","Yes","Electronic check","90.37","3564.12","No"
"United States","California","San Juan Bautista",95045,"36.810568, -121.503022","36.810568","-121.503022","Female","No","No","Yes",0,"Yes","No","DSL","No internet service","No internet service","Yes","Yes","No","No internet service","Two year","No","Mailed check","31.50","1.43","No"
"United States","California","Oxnard",93030,"34.223244, -119.18012","34.223244","-119.18012","Female","No","No","No",33,"Yes","No","Fiber optic","No","No","No internet service","Yes","No internet service","No","Month-to-month","No","Bank transfer (automatic)","65.46","2283.10","No"
"United States","California","Parlier",93648,"36.622237, -119.521126","36.622237","-119.521126","Male","No","Yes","No",10,"Yes","No","Fiber optic","No","No internet service","Yes","No internet service","Yes","Yes","Month-to-month","No","Mailed check","24.53","349.88","No"
"United States","California","Laytonville",95454,"39.806141, -123.531098","39.806141","-123.531098","Female","Yes","Yes","No",69,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","115.53","8494.50","No"
"United States","California","San Diego",92120,"32.807867, -117.060993","32.807867","-117.060993","Male","Yes","No","No",13,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No internet service","No","One year","Yes","Credit card (automatic)","87.40","618.32","No"
"United States","California","Santa Monica",90402,"34.035849, -118.503508","34.035849","-118.503508","Male","No","No","No",0,"Yes","No phone service","DSL","No","Yes","No","No","No","No","Two year","Yes","Mailed check","102.39","100.70","No"
"United States","California","Apple Valley",92308,"34.424926, -117.184503","34.424926","-117.184503","Female","No","Yes","No",46,"No","No phone service","DSL","No","Yes","No","No internet service","Yes","Yes","One year","Yes","Electronic check","113.02","4931.20","No"
"United States","California","Poway",92064,"32.984395, -117.013454","32.984395","-117.013454","Male","No","No","No",3,"Yes","No","Fiber optic","No","No internet service","No","No","Yes","No internet service","Month-to-month","Yes","Mailed check","25.51","223.24","Yes"
"United States","California","Westlake Village",91361,"34.130992, -118.894673","34.130992","-118.894673","Male","No","No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","19.15","70.41","No"
"United States","California","Acampo",95220,"38.200231, -121.235034","38.200231","-121.235034","Male","Yes","No","No",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check","22.87","1223.08","No"
"United States","California","Torrance",90505,"33.807882, -118.347957","33.807882","-118.347957","Female","Yes","No","Yes",38,"Yes","Yes","Fiber optic","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","23.55","682.24","No"
"United States","California","San Jose",95135,"37.28682, -121.723877","37.28682","-121.723877","Male","No","Yes","No",45,"No","No phone service","No","Yes","Yes","Yes","No","No","No","Two year","No","Electronic check","86.45","5445.63","No"
"United States","California","Pauma Valley",92061,"33.313828, -116.940501","33.313828","-116.940501","Female","No","No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","19.13","1466.87","No"
"United States","California","Corona",92879,"33.893823, -117.531446","33.893823","-117.531446","Female","No","Yes","Yes",67,"No","No","Fiber optic","No","Yes","Yes","No internet service","No internet service","No","One year","Yes","Bank transfer (automatic)","94.34","5629.68","No"
"United States","California","Termo",96132,"41.027281, -120.669427","41.027281","-120.669427","Male","No","No","Yes",67,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","No","Credit card (automatic)","106.69","7726.96","No"
"United States","California","Fellows",93224,"35.215731, -119.57013","35.215731","-119.57013","Male","No","No","No",1,"Yes","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","51.81","357.33","No"
"United States","California","San Diego",92124,"32.827238, -117.089287","32.827238","-117.089287","Male","No","Yes","Yes",24,"Yes","No","Fiber optic","Yes","No","No internet service","No internet service","Yes","Yes","Month-to-month","Yes","Electronic check","46.65","1304.64","No"
"United States","California","Alpine",91901,"32.827184, -116.703729","32.827184","-116.703729","Male","No","No","No",41,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Two year","Yes","Mailed check","116.22","6170.36","No"
"United States","California","Los Alamos",93440,"34.758699, -120.275839","34.758699","-120.275839","Male","No","No","No",10,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","81.29","1526.49","No"
"United States","California","Sheridan",95681,"38.984756, -121.345074","38.984756","-121.345074","Female","No","Yes","No",61,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No internet service","Yes","One year","Yes","Credit card (automatic)","31.25","1028.32","No"
"United States","California","Novato",94949,"38.067204, -122.524004","38.067204","-122.524004","Female","Yes","No","No",37,"Yes","Yes","DSL","Yes","No internet service","Yes","Yes","No","Yes","Two year","No","Mailed check","50.78","2408.72","No"
"United States","California","Fontana",92335,"34.087558, -117.464096","34.087558","-117.464096","Male","No","No","No",20,"Yes","No phone service","Fiber optic","No","No","Yes","No","Yes","No internet service","Month-to-month","Yes","Mailed check","84.33","525.17","No"
"United States","California","Deer Park",94576,"38.554383, -122.474773","38.554383","-122.474773","Male","No","Yes","No",56,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","28.84","2838.42","No"
"United States","California","San Joaquin",93660,"36.600193, -120.153393","36.600193","-120.153393","Male","No","Yes","Yes",60,"Yes","No","DSL","Yes","No","Yes","No internet service","Yes","No internet service","One year","No","Credit card (automatic)","47.01","5325.16","No"
"United States","California","Los Angeles",90057,"34.061918, -118.277939","34.061918","-118.277939","Male","No","No","No",36,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)","77.16","1738.51","No"
"United States","California","Pinole",94564,"37.996462, -122.293716","37.996462","-122.293716","Male","No","Yes","No",0,"Yes","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check","96.27","222.77","Yes"
"United States","California","Riverdale",93656,"36.452211, -119.94575","36.452211","-119.94575","Female","No","No","No",15,"No","Yes","DSL","No internet service","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)","53.38","1923.92","No"
"United States","California","Chester",96020,"40.243494, -121.154733","40.243494","-121.154733","Female","No","Yes","Yes",72,"Yes","No","Fiber optic","No","No","Yes","No internet service","No","Yes","Two year","No","Mailed check","35.13","3125.42","No"
"United States","California","Yorkville",95494,"38.888351, -123.239647","38.888351","-123.239647","Male","No","Yes","No",70,"Yes","Yes","No","No","No internet service","No internet service","Yes","Yes","No internet service","One year","No","Credit card (automatic)","74.23","7070.80","No"
"United States","California","San Diego",92110,"32.76501, -117.19938","32.76501","-117.19938","Female","No","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","18.59","3.02","No"
"United States","California","La Crescenta",91214,"34.239636, -118.245259","34.239636","-118.245259","Female","No","Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)","88.63","2226.68","No"
"United States","California","San Francisco",94134,"37.721052, -122.413573","37.721052","-122.413573","Male","No","No","No",55,"Yes","Yes","Fiber optic","No","Yes","No internet service","Yes","Yes","Yes","One year","Yes","Mailed check","32.63","4222.67","No"
"United States","California","Sacramento",95817,"38.550722, -121.457314","38.550722","-121.457314","Female","No","No","Yes",0,"Yes","Yes","DSL","No internet service","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check","64.19","235.89","No"
"United States","California","Tulare",93274,"36.185471, -119.375243","36.185471","-119.375243","Female","Yes","No","Yes",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","19.28","2307.80","No"
"United States","California","San Francisco",94110,"37.750021, -122.415201","37.750021","-122.415201","Male","Yes","No","No",45,"No","No phone service","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","105.51","3619.38","No"
"United States","California","Paynes Creek",96075,"40.343213, -121.815412","40.343213","-121.815412","Female","Yes","Yes","No",3,"Yes","No","Fiber optic","No internet service","No internet service","No internet service","Yes","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","18.44","14.59","No"
"United States","California","Corcoran",93212,"36.04533, -119.532424","36.04533","-119.532424","Male","No","Yes","Yes",15,"Yes","Yes","No","No","No","No internet service","Yes","No internet service","No internet service","Two year","No","Bank transfer (automatic)","35.03","783.94","No"
"United States","California","Los Altos",94022,"37.349546, -122.134356","37.349546","-122.134356","Male","No","No","No",31,"Yes","No phone service","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","30.80","853.46","No"
"United States","California","Oxnard",93035,"34.18454, -119.224666","34.18454","-119.224666","Female","Yes","No","Yes",41,"Yes","No phone service","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","25.10","1270.01","No"
"United States","California","Stockton",95219,"38.029729, -121.387999","38.029729","-121.387999","Male","No","No","Yes",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","112.47","791.27","No"
"United States","California","Ramona",92065,"33.044541, -116.833922","33.044541","-116.833922","Male","Yes","No","Yes",11,"Yes","No","Fiber optic","No","Yes","Yes","No internet service","No","Yes","Month-to-month","No","Electronic check","38.47","396.99","No"
"United States","California","Canby",96015,"41.486953, -120.913975","41.486953","-120.913975","Female","No","Yes","Yes",15,"Yes","No","Fiber optic","No","No internet service","No internet service","Yes","No internet service","No internet service","Two year","No","Mailed check","31.84","714.68","No"
"United States","California","Brentwood",94513,"37.908242, -121.682472","37.908242","-121.682472","Male","No","No","No",38,"Yes","No","Fiber optic","No","Yes","No internet service","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","118.55","6530.45","No"
"United States","California","West Hollywood",90069,"34.093781, -118.381061","34.093781","-118.381061","Male","No","No","No",35,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)","82.44","1356.25","No"
"United States","California","Fremont",94555,"37.555473, -122.080312","37.555473","-122.080312","Male","No","Yes","No",3,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","67.95","25.08","Yes"
"United States","California","Chester",96020,"40.243494, -121.154733","40.243494","-121.154733","Female","No","Yes","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","25.57","2229.27","No"
"United States","California","Kenwood",95452,"38.419525, -122.521585","38.419525","-122.521585","Female","Yes","Yes","No",69,"Yes","No phone service","No","Yes","No internet service","Yes","No internet service","Yes","No internet service","Month-to-month","No","Bank transfer (automatic)","29.49","722.29","No"
"United States","California","Doyle",96109,"40.012675, -120.101857","40.012675","-120.101857","Female","Yes","No","No",49,"Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","63.64","1879.10","No"
"United States","California","Clements",95227,"38.227285, -121.02789","38.227285","-121.02789","Female","No","Yes","Yes",29,"Yes","No","No","No internet service","No","Yes","Yes","Yes","No","Two year","Yes","Electronic check","19.84","578.41","No"
"United States","California","Oakland",94619,"37.787186, -122.14633","37.787186","-122.14633","Female","Yes","Yes","No",38,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","32.42","903.20","No"
"United States","California","Cathedral City",92234,"33.829583, -116.474131","33.829583","-116.474131","Male","No","No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","75.13","139.09","No"
"United States","California","Vallejo",94589,"38.161321, -122.271588","38.161321","-122.271588","Female","No","Yes","No",1,"No","No","No","No","No","Yes","No internet service","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","71.89","1304.12","No"
"United States","California","Bonsall",92003,"33.290907, -117.202895","33.290907","-117.202895","Female","Yes","Yes","No",59,"No","No phone service","DSL","Yes","No","No","Yes","No internet service","No","Month-to-month","Yes","Mailed check","43.87","332.00","No"
"United States","California","Cardiff By The Sea",92007,"33.015866, -117.272254","33.015866","-117.272254","Female","No","No","No",6,"Yes","No","Fiber optic","No","No","No internet service","No internet service","Yes","No internet service","Two year","No","Electronic check","66.45","634.84","No"
"United States","California","Palmdale",93551,"34.613476, -118.256358","34.613476","-118.256358","Female","Yes","No","No",8,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Two year","No","Credit card (automatic)","101.41","1627.53","No"
"United States","California","Lucerne",95458,"39.141934, -122.770679","39.141934","-122.770679","Female","Yes","No","Yes",66,"Yes","No phone service","Fiber optic","No internet service","No","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check","34.99","5988.04","No"
"United States","California","Portola",96122,"39.786755, -120.445626","39.786755","-120.445626","Female","No","Yes","No",7,"Yes","No","Fiber optic","No internet service","No","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","29.41","926.37","No"
"United States","California","Rosamond",93560,"34.903052, -118.411251","34.903052","-118.411251","Female","No","Yes","No",49,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","No","Mailed check","47.49","1231.08","No"
"United States","California","Hood",95639,"38.375325, -121.507935","38.375325","-121.507935","Female","No","Yes","Yes",65,"Yes","No phone service","DSL","No internet service","Yes","No internet service","No internet service","Yes","Yes","One year","No","Electronic check","57.48","4971.97","No"
"United States","California","Sun City",92587,"33.69887, -117.25071","33.69887","-117.25071","Male","No","No","Yes",1,"Yes","Yes","No","No internet service","No","Yes","No","No internet service","Yes","Month-to-month","Yes","Credit card (automatic)","111.27","4225.42","No"
"United States","California","Upland",91784,"34.141146, -117.655583","34.141146","-117.655583","Male","No","No","No",43,"No","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","106.21","4895.80","No"
"United States","California","Trinity Center",96091,"41.081847, -122.700545","41.081847","-122.700545","Female","No","No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","27.77","32.88","No"
"United States","California","West Hollywood",90069,"34.093781, -118.381061","34.093781","-118.381061","Female","No","Yes","Yes",32,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","115.76","3836.18","No"
"United States","California","Pescadero",94060,"37.22565, -122.297533","37.22565","-122.297533","Female","No","No","No",34,"Yes","No phone service","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check","118.44","7132.33","No"
"United States","California","Desert Hot Springs",92241,"33.832799, -116.250973","33.832799","-116.250973","Male","No","Yes","Yes",37,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check","57.48","1330.21","No"
"United States","California","Santa Ana",92703,"33.748635, -117.906125","33.748635","-117.906125","Female","No","Yes","No",66,"Yes","No","No","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","105.26","2675.69","No"
"United States","California","Anaheim",92807,"33.848733, -117.788357","33.848733","-117.788357","Female","No","No","No",69,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","80.99","3944.03","No"
"United States","California","Norco",92860,"33.925833, -117.559639","33.925833","-117.559639","Male","Yes","Yes","No",4,"Yes","No","Fiber optic","No","Yes","No","No","No internet service","No","Month-to-month","Yes","Credit card (automatic)","102.02","2008.95","Yes"
"United States","California","Alviso",95002,"37.449537, -121.994813","37.449537","-121.994813","Male","No","Yes","No",45,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","99.65","3621.41","No"
"United States","California","San Marcos",92069,"33.162624, -117.170863","33.162624","-117.170863","Female","No","Yes","No",17,"Yes","No phone service","Fiber optic","No","No","No internet service","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","80.74","1019.95","No"
"United States","California","Lynwood",90262,"33.923573, -118.200669","33.923573","-118.200669","Female","No","Yes","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","66.74","2346.83","No"
"United States","California","Mendocino",95460,"39.305545, -123.743697","39.305545","-123.743697","Male","No","No","No",0,"No","No","DSL","No internet service","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","44.44","57.33","No"
"United States","California","Lucerne",95458,"39.141934, -122.770679","39.141934","-122.770679","Female","No","No","No",54,"No","No","DSL","No","No","Yes","No internet service","Yes","No internet service","One year","Yes","Credit card (automatic)","31.30","3820.31","No"
"United States","California","Roseville",95747,"38.784329, -121.373245","38.784329","-121.373245","Male","No","Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Mailed check","94.99","6156.97","No"
"United States","California","Stockton",95209,"38.044523, -121.348048","38.044523","-121.348048","Female","No","No","Yes",1,"No","Yes","Fiber optic","No","No","No internet service","Yes","No","Yes","One year","Yes","Electronic check","29.64","54.17","No"
"United States","California","Ahwahnee",93601,"37.375816, -119.739935","37.375816","-119.739935","Male","No","No","No",5,"Yes","No","DSL","No","No internet service","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","51.34","251.12","No"
"United States","California","San Francisco",94133,"37.802071, -122.411004","37.802071","-122.411004","Male","Yes","Yes","Yes",56,"Yes","No","Fiber optic","Yes","No internet service","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","79.37","3116.68","No"
"United States","California","Delhi",95315,"37.422961, -120.765493","37.422961","-120.765493","Male","No","Yes","No",44,"Yes","Yes","DSL","No internet service","Yes","No","No","Yes","No internet service","Two year","Yes","Bank transfer (automatic)","85.16","4004.25","No"
"United States","California","Castro Valley",94552,"37.722727, -122.02157","37.722727","-122.02157","Male","No","No","No",0,"Yes","No","No","No internet service","No internet service","No","No","No","Yes","Month-to-month","No","Credit card (automatic)","53.07","8.76","No"
"United States","California","San Jose",95129,"37.305622, -122.000887","37.305622","-122.000887","Female","No","No","No",0,"No","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","94.93","33.42","Yes"
"United States","California","Fremont",94538,"37.505768, -121.962472","37.505768","-121.962472","Female","No","No","No",14,"Yes","Yes","No","No","No","No internet service","Yes","Yes","No internet service","Two year","Yes","Electronic check","70.73","2797.84","No"
"United States","California","San Diego",92154,"32.578103, -117.012975","32.578103","-117.012975","Male","Yes","No","Yes",36,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","87.20","1269.51","No"
"United States","California","South Lake Tahoe",96150,"38.911577, -120.106169","38.911577","-120.106169","Male","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No internet service","No internet service","Yes","No internet service","Month-to-month","Yes","Bank transfer (automatic)","45.42","8130.67","No"
"United States","California","Solana Beach",92075,"33.001813, -117.263628","33.001813","-117.263628","Male","Yes","Yes","No",70,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","105.69","4715.97","No"
"United States","California","Meadow Valley",95956,"39.937017, -121.058043","39.937017","-121.058043","Female","Yes","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","No","Credit card (automatic)","118.56","8414.69","No"
"United States","California","Lompoc",93437,"34.757477, -120.550507","34.757477","-120.550507","Male","No","Yes","No",71,"Yes","Yes","DSL","No","No","No internet service","No","No internet service","Yes","Two year","No","Bank transfer (automatic)","33.02","4294.86","No"
"United States","California","San Francisco",94131,"37.746699, -122.442833","37.746699","-122.442833","Female","No","Yes","Yes",21,"Yes","Yes","Fiber optic","No","Yes","No internet service","No","Yes","Yes","Month-to-month","Yes","Electronic check","108.99","5171.08","No"
"United States","California","Carmel Valley",93924,"36.414611, -121.6386","36.414611","-121.6386","Female","No","Yes","Yes",72,"Yes","No phone service","DSL","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)","106.76","7238.81","No"
"United States","California","Pebble Beach",93953,"36.587497, -121.944815","36.587497","-121.944815","Male","Yes","Yes","Yes",0,"Yes","Yes","Fiber optic","No internet service","No internet service","Yes","Yes","Yes","Yes","Two year","No","Mailed check","35.34","44.25","No"
"United States","California","Richmond",94801,"37.945288, -122.383941","37.945288","-122.383941","Female","No","No","No",48,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Electronic check","32.74","2167.43","No"
"United States","California","Avalon",90704,"33.391181, -118.421305","33.391181","-118.421305","Female","Yes","Yes","No",54,"Yes","No","No","No","No","Yes","No internet service","Yes","No internet service","Month-to-month","No","Credit card (automatic)","49.81","5067.93","No"
"United States","California","Ontario",91764,"34.074087, -117.605618","34.074087","-117.605618","Male","No","Yes","No",19,"Yes","Yes","Fiber optic","No","No internet service","No","Yes","Yes","Yes","One year","No","Credit card (automatic)","50.98","209.82","No"
"United States","California","Shoshone",92384,"35.924252, -116.188668","35.924252","-116.188668","Male","Yes","Yes","Yes",45,"Yes","Yes","Fiber optic","No internet service","No","No internet service","No internet service","No","No","Month-to-month","Yes","Bank transfer (automatic)","45.14","2397.58","No"
"United States","California","Azusa",91702,"34.174493, -117.87068","34.174493","-117.87068","Female","No","Yes","Yes",2,"Yes","No","DSL","Yes","No","No","No","Yes","No","Two year","No","Mailed check","89.40","1528.91","No"
"United States","California","Milford",96121,"40.181279, -120.392967","40.181279","-120.392967","Female","No","No","No",0,"No","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check","102.15","1773.81","No"
"United States","California","Lancaster",93536,"34.741406, -118.38111","34.741406","-118.38111","Female","No","No","No",56,"No","Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","59.89","2724.30","No"
"United States","California","Mojave",93501,"35.097323, -118.171288","35.097323","-118.171288","Male","No","No","Yes",11,"Yes","No","No","No internet service","No","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","19.19","88.85","No"
"United States","California","Antioch",94509,"37.980057, -121.801599","37.980057","-121.801599","Male","No","No","No",0,"Yes","No","DSL","No","No internet service","No","Yes","No","Yes","Two year","No","Mailed check","50.96","151.49","No"
"United States","California","Sacramento",95818,"38.556306, -121.495817","38.556306","-121.495817","Male","No","No","No",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Yes","One year","No","Bank transfer (automatic)","21.51","2149.29","No"
"United States","California","Merced",95340,"37.255637, -120.493537","37.255637","-120.493537","Male","Yes","Yes","Yes",63,"Yes","No phone service","DSL","No","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","100.21","2434.42","No"
"United States","California","Boulevard",91905,"32.677097, -116.304991","32.677097","-116.304991","Female","No","Yes","No",0,"Yes","No phone service","No","No","No","No","Yes","No","No","One year","Yes","Mailed check","60.71","353.46","No"
"United States","California","Forest Falls",92339,"34.067699, -116.903891","34.067699","-116.903891","Male","No","No","No",64,"Yes","No phone service","Fiber optic","Yes","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)","61.32","5708.64","No"
"United States","California","Myers Flat",95554,"40.267158, -123.805913","40.267158","-123.805913","Male","No","No","No",42,"Yes","Yes","No","No","No internet service","Yes","Yes","Yes","No internet service","Two year","No","Electronic check","28.07","491.43","No"
"United States","California","Zenia",95595,"40.170357, -123.417298","40.170357","-123.417298","Female","No","Yes","Yes",21,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","100.02","2554.64","No"
"United States","California","Fish Camp",93623,"37.483535, -119.679414","37.483535","-119.679414","Male","Yes","Yes","No",56,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","109.06","4700.07","No"
"United States","California","Piercy",95587,"39.955587, -123.681175","39.955587","-123.681175","Male","Yes","No","No",45,"Yes","Yes","Fiber optic","No internet service","Yes","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","77.20","2008.06","No"
"United States","California","Santa Ana",92707,"33.714829, -117.872941","33.714829","-117.872941","Male","Yes","No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","48.82","556.78","Yes"
"United States","California","Visalia",93292,"36.37559, -119.211689","36.37559","-119.211689","Female","Yes","No","No",0,"Yes","Yes","DSL","No internet service","No","No","No","No","No internet service","Month-to-month","No","Credit card (automatic)","72.62","233.21","No"
"United States","California","Potrero",91963,"32.619465, -116.593605","32.619465","-116.593605","Female","No","No","No",25,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)","116.59","4437.74","No"
